0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
355,5,0,5,0,5,0,4,0,3,5,0,3,0,5,3,0,5,5,0,2,0,3,5,3,0,0,5,4,4,0,3,5,5,0,4,4,5,0,4,0,4,0,1,3,5,3,0,4,4,5,0,4,3,5,4,3,5,3,4,3,2,4,5,0,4,3,4,0,4,3,3,3,0,5,0,0,3,0,0,3,0,0,0,5,0,4,4,5,0,4,5,4,3,5,0
356,1,5,0,5,0,1,2,0,5,5,0,3,5,1,5,0,4,4,5,0,0,0,5,3,0,4,4,0,0,0,3,0,0,5,1,0,5,0,1,0,0,3,4,5,0,4,4,0,4,0,0,0,4,0,0,4,4,4,0,0,0,0,4,2,5,0,0,0,4,0,0,4,1,0,5,5,4,2,5,2,5,2,0,0,4,0,5,0,2,0,5,0,0,0,0
357,0,3,0,4,0,0,5,0,0,0,5,0,5,2,0,0,3,4,0,0,0,4,0,4,5,0,5,0,4,4,0,5,0,4,3,5,0,5,0,4,3,0,0,3,4,0,5,0,5,5,3,2,4,4,3,4,0,3,4,0,0,0,0,2,5,0,0,0,5,4,0,0,5,5,5,5,5,0,3,1,3,0,3,4,0,0,0,4,5,0,4,0,3,1,4
358,0,0,4,0,4,5,2,0,0,0,0,0,4,0,0,5,0,5,0,5,3,5,0,5,2,5,4,0,0,4,3,5,2,1,0,4,4,5,2,4,4,5,1,0,3,0,5,0,0,1,4,4,3,0,1,3,0,4,5,4,4,0,3,4,4,0,3,0,0,5,3,3,0,0,0,0,5,5,0,2,5,4,0,3,0,5,0,3,3,5,4,0,0,0,4
359,2,4,4,5,4,0,4,0,2,1,5,5,0,0,0,3,5,5,0,0,4,0,0,0,0,0,4,3,3,3,4,5,3,4,5,0,4,0,3,4,0,3,0,0,5,4,1,0,0,3,3,4,5,5,0,0,5,1,0,4,4,5,3,5,5,2,0,0,5,3,0,5,4,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,5,2,4,3,4,0
360,0,5,0,0,3,3,5,4,5,0,0,5,3,0,0,4,0,0,5,5,4,4,0,5,0,4,4,1,1,3,0,3,4,5,3,5,4,0,0,0,5,0,0,0,0,1,0,0,0,2,5,0,4,0,0,0,5,5,1,5,0,2,0,4,0,0,4,0,3,5,0,0,5,0,2,4,0,2,3,4,4,5,4,1,2,0,0,5,0,0,0,4,4,0,5
361,3,5,5,0,0,0,4,0,5,0,3,2,5,3,1,2,5,5,5,5,5,0,0,3,4,5,1,5,0,5,5,0,4,3,5,4,3,0,3,5,4,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,0,3,0,4,0,0,5,3,5,4,3,0,4,0,0,4,5,4,3,0,2,0,0,0,0,3,4,0,3,4,0,0,0,5,4,5,3,3,0
362,5,4,0,0,0,0,0,1,4,0,0,5,3,0,0,3,5,5,5,0,0,5,5,0,0,5,0,0,2,4,4,4,0,0,5,5,4,0,5,0,5,5,5,5,0,1,3,3,1,2,0,4,4,4,0,5,0,0,4,1,5,5,3,2,0,5,3,5,5,0,2,2,5,4,3,5,0,0,4,0,0,4,0,1,5,0,3,4,3,5,0,0,0,4,0
363,4,0,5,0,3,0,0,0,0,0,3,4,4,5,0,3,0,3,0,1,0,4,0,0,3,0,4,4,0,4,5,1,0,0,0,0,0,0,5,5,2,0,0,0,0,0,5,4,1,0,0,4,3,0,0,0,5,1,5,5,4,0,3,0,0,5,0,3,0,4,5,1,4,1,0,3,0,2,4,0,0,4,3,5,5,0,4,0,0,4,3,0,5,0,3
364,2,0,4,0,0,1,4,0,4,2,5,0,0,0,1,0,0,2,0,0,3,0,5,2,5,0,0,4,4,4,4,0,0,0,4,0,0,5,0,4,0,0,1,3,0,4,0,0,0,0,0,5,4,0,2,4,0,4,0,0,0,0,2,0,0,0,5,3,4,1,0,0,5,4,3,0,0,4,0,5,0,3,0,0,5,4,5,5,0,0,0,3,2,0,0
365,0,4,5,5,0,2,2,0,2,0,0,2,4,4,0,4,5,5,0,0,4,5,0,5,4,4,5,5,5,0,5,0,0,0,0,0,4,4,2,4,5,0,0,3,4,5,0,0,3,0,4,1,0,0,5,4,0,5,0,0,0,0,0,0,0,4,0,4,5,0,5,4,0,0,5,0,0,5,0,4,5,5,5,0,0,4,4,0,0,0,4,0,4,1,3
366,3,5,0,3,4,3,0,0,0,0,5,0,3,2,3,2,0,0,4,4,5,5,5,0,0,0,5,4,4,4,4,4,0,0,2,5,2,3,4,0,0,5,0,1,5,0,0,0,0,5,0,0,3,0,0,0,4,0,0,4,0,1,0,0,4,3,0,0,4,0,1,4,5,5,0,1,1,0,3,0,0,0,0,4,0,0,1,3,0,5,5,5,0,0,5
367,3,3,0,5,3,5,4,5,0,0,3,0,0,2,5,5,0,4,3,3,0,0,5,1,0,5,0,5,2,0,0,1,0,4,2,5,2,4,0,3,3,0,5,0,4,4,0,4,0,0,0,0,0,4,5,0,3,4,0,0,3,0,0,4,0,3,4,4,5,3,0,4,3,1,4,1,4,3,3,0,2,5,0,0,4,5,0,0,5,5,5,0,4,0,5
368,0,0,0,0,1,3,0,0,5,5,0,4,0,0,4,3,3,0,5,4,1,5,2,3,5,0,0,0,1,0,0,5,0,4,0,5,0,1,0,3,0,1,5,3,5,3,0,0,3,0,0,0,1,0,0,5,0,0,3,3,4,5,5,1,5,0,4,4,3,3,4,0,3,5,5,5,3,0,5,4,4,0,4,4,0,0,5,0,0,0,0,3,0,5,0
369,5,0,4,0,1,5,0,3,4,5,2,0,0,5,0,5,4,0,0,0,3,0,0,0,4,4,1,0,5,0,0,0,0,0,5,0,5,0,4,0,5,5,4,0,0,4,0,0,5,1,1,5,2,1,0,0,4,0,4,4,4,3,0,0,0,0,0,4,0,5,3,0,0,0,5,5,0,0,4,0,0,4,0,0,4,4,3,5,4,3,4,5,3,4,3
370,0,4,4,3,0,4,0,0,5,4,0,0,3,0,0,5,1,1,0,3,0,5,2,4,4,0,2,1,2,0,0,4,5,4,0,3,5,5,0,0,5,0,1,0,0,1,3,0,4,0,0,3,5,0,1,4,0,0,2,0,4,5,4,5,5,0,3,5,0,4,0,4,2,3,0,3,0,2,5,1,3,0,0,4,0,5,4,4,0,5,4,5,3,4,0
371,4,3,5,2,0,4,5,4,4,0,3,5,0,4,0,0,4,4,3,1,0,0,0,2,5,4,4,5,4,1,5,4,3,0,0,5,3,1,3,0,0,5,0,0,0,0,4,0,3,2,4,0,4,0,4,5,0,0,0,5,4,0,0,4,0,0,0,0,3,1,0,3,4,4,3,0,0,0,3,4,5,0,5,0,0,0,0,4,4,0,0,0,0,4,4
372,1,0,4,5,4,4,0,0,0,1,0,0,0,0,0,1,3,4,0,0,0,3,5,0,0,4,0,0,0,5,4,0,1,2,2,4,5,0,0,4,5,2,5,5,0,0,0,1,3,3,0,0,2,1,0,0,5,0,4,0,0,5,0,3,1,0,4,3,1,5,5,0,0,5,0,1,0,4,1,0,3,0,5,0,3,5,0,0,3,4,5,5,3,5,3
373,3,5,2,5,5,4,2,0,4,0,0,0,5,5,5,0,3,5,3,4,0,2,4,0,5,0,0,0,5,4,1,5,0,4,0,0,0,5,5,0,4,0,5,4,1,3,0,5,4,0,0,2,4,0,5,0,0,0,0,2,5,0,3,0,4,0,4,2,4,5,5,4,5,0,4,0,4,3,4,5,4,4,0,5,4,5,1,0,0,4,5,0,3,5,5
374,2,4,4,4,0,0,3,2,3,4,4,1,2,0,0,1,5,4,3,0,5,3,0,2,5,0,0,3,3,0,0,0,5,3,0,0,5,2,0,1,4,5,2,2,1,1,2,5,5,4,4,0,1,5,4,0,4,1,4,5,3,0,1,0,3,2,4,4,0,0,1,5,0,0,2,1,5,0,0,4,5,4,5,1,3,5,3,3,4,3,3,0,3,0,0
375,3,5,0,0,3,5,1,5,0,0,2,0,0,4,0,0,5,3,0,4,0,0,2,5,3,0,0,2,0,0,3,1,0,4,4,0,5,4,5,4,0,4,0,0,5,1,3,0,0,2,0,0,0,2,1,5,0,0,4,1,0,5,5,5,0,0,4,4,0,5,4,5,4,3,3,0,0,0,0,0,5,3,4,0,0,0,0,4,0,0,0,4,0,0,4
376,2,0,0,4,0,0,0,4,0,1,4,5,5,0,2,0,0,2,5,5,5,0,5,0,4,4,0,3,4,1,4,0,0,3,4,0,1,0,4,0,3,0,0,0,3,4,4,4,0,0,0,3,5,4,4,4,0,0,3,5,5,0,5,0,5,0,5,5,5,0,0,0,4,4,0,5,4,0,4,0,0,0,0,0,0,4,0,5,4,4,0,0,0,0,3
377,5,0,2,4,0,0,4,0,0,1,0,5,0,0,0,0,0,0,0,5,0,3,4,5,5,4,4,0,2,0,4,4,0,0,5,0,0,4,3,0,4,3,0,0,0,0,5,3,3,0,4,3,0,0,5,3,0,3,0,5,0,5,0,3,4,4,5,5,0,0,4,0,0,5,0,4,5,0,0,0,0,3,0,5,4,0,0,0,2,4,4,4,0,0,0
378,4,4,5,4,5,0,0,2,4,1,0,0,0,0,0,5,1,0,4,0,5,4,0,4,1,0,3,3,0,5,4,5,1,3,4,0,0,0,4,3,0,0,5,0,0,5,4,5,0,1,4,0,0,5,0,4,0,0,0,1,1,0,0,4,5,2,0,5,0,0,5,3,0,0,5,0,0,1,4,5,5,0,3,0,5,0,0,4,5,0,3,1,4,4,3
379,4,5,5,0,0,0,5,5,5,4,0,0,0,4,0,0,5,4,0,4,5,4,0,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,4,0,4,4,0,0,4,3,0,5,5,0,5,4,5,2,5,3,0,0,0,0,4,3,0,1,3,0,0,3,0,0,3,0,3,5,2,4,0,5,1,5,4,4,5,3,4,0,5,1,0,3,0,3,5,0,0
380,4,4,4,0,3,2,3,0,0,3,3,4,5,4,3,0,4,0,4,0,5,5,1,4,5,4,5,0,5,0,5,0,4,5,0,4,0,0,0,0,5,0,0,4,2,3,3,1,0,0,0,1,5,0,5,5,5,0,2,4,0,0,2,0,4,0,4,1,1,0,5,1,0,0,0,0,0,0,5,2,0,3,0,4,0,0,5,2,0,4,3,2,0,3,4
381,4,0,0,0,5,3,0,0,0,5,5,0,2,4,0,4,4,0,4,4,5,0,4,4,5,5,4,0,4,0,4,0,0,5,0,3,0,4,1,2,1,5,0,0,4,3,4,0,0,5,0,4,4,4,2,0,4,5,0,5,5,0,5,4,3,1,4,4,0,4,0,4,0,0,4,4,1,5,2,0,1,4,4,4,5,5,3,0,5,3,5,5,5,5,0
382,5,5,5,0,0,0,0,5,1,0,0,4,0,0,0,3,5,2,0,4,3,5,4,5,3,4,0,0,5,5,5,0,0,4,0,2,4,0,4,4,5,2,4,4,4,5,0,0,3,0,0,5,4,3,5,5,0,0,0,3,5,4,0,5,3,3,0,5,5,4,5,0,3,5,4,5,2,0,3,3,0,3,5,0,4,4,0,3,0,4,0,5,4,3,0
383,4,4,4,4,5,0,0,4,0,1,2,0,0,4,5,5,0,4,3,3,0,0,5,0,4,0,4,1,5,4,0,0,0,0,0,5,3,0,4,2,4,4,4,0,2,0,0,5,0,4,3,0,0,0,0,1,0,0,0,0,0,0,4,3,0,4,4,4,0,3,3,0,2,0,5,0,5,4,5,0,0,0,0,0,0,4,3,4,5,4,1,0,4,0,0
384,3,5,0,0,4,4,0,0,0,0,1,5,2,4,5,0,4,3,0,3,1,5,1,0,2,4,2,5,3,4,0,0,2,0,4,0,5,0,4,5,5,5,0,0,0,2,4,0,0,3,4,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,5,5,4,3,5,0,0,5,4,2,0,0,5,0,0,0,0,0,0,2,5,2,0,1,5,4,5,0,5
385,5,5,0,4,2,0,4,4,5,5,2,0,5,5,0,5,0,5,0,4,0,0,0,1,5,4,0,0,0,4,3,0,0,0,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,4,1,4,5,3,0,3,0,0,0,0,0,4,0,4,1,0,0,3,5,0,5,0,4,0,4,5,5,1,5,5,4,0,5,4,2,4,0,0,0,5
386,0,5,0,3,0,0,5,4,4,3,0,5,0,3,1,2,0,0,5,0,0,5,2,0,4,0,4,4,4,0,4,2,4,5,2,4,2,5,0,4,5,4,0,3,4,3,5,5,4,1,0,3,0,4,0,0,1,0,2,0,2,0,0,0,0,5,3,3,0,5,3,4,4,4,5,0,0,0,0,3,5,5,3,5,0,0,0,5,3,5,0,5,4,0,2
387,3,4,4,4,4,5,0,0,1,5,0,3,0,3,4,4,5,0,4,5,5,4,5,5,4,0,3,3,4,4,5,4,0,0,0,4,4,0,0,5,0,5,3,4,0,0,5,5,5,5,4,0,4,3,0,0,0,5,0,5,1,4,0,0,5,4,4,0,5,5,4,3,0,0,0,0,5,3,3,4,4,0,4,0,0,0,2,0,0,4,0,0,4,5,0
388,5,0,2,5,0,1,4,3,3,3,5,0,5,0,4,5,0,4,0,4,0,4,2,0,0,0,2,3,0,0,5,2,4,5,0,4,4,5,5,1,1,5,3,0,4,0,4,5,0,0,4,4,0,4,4,1,2,2,5,0,0,0,0,2,4,0,4,0,0,0,1,5,5,5,4,3,3,0,4,1,5,5,3,4,0,5,5,3,3,3,5,3,5,0,4
389,0,3,0,4,0,5,4,5,4,2,5,4,0,0,5,4,0,5,4,4,2,0,4,0,1,0,5,0,0,4,5,0,5,5,1,0,4,0,0,5,2,5,4,0,4,1,0,0,5,4,0,0,5,0,3,0,0,0,3,5,5,5,0,0,4,4,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,5,5,3,4,3,4,4,0,0,0,0,4,0
390,0,0,5,5,0,0,2,5,0,0,3,0,5,2,3,0,5,0,1,1,0,0,0,2,5,2,0,4,2,5,5,5,0,5,0,0,0,5,2,1,0,0,5,3,0,4,3,0,1,0,3,5,5,3,3,5,4,3,0,0,4,1,4,5,0,1,4,5,0,0,3,4,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,5,5,5,1,0,4,0
391,3,4,5,4,0,0,2,4,4,5,0,5,3,4,2,3,5,4,0,0,4,0,4,0,4,4,0,4,1,4,4,4,4,0,5,5,5,0,0,5,0,1,0,4,0,4,5,1,0,0,0,4,4,4,0,3,5,0,0,0,5,3,4,0,4,5,3,1,0,0,0,0,1,0,4,4,0,0,4,2,0,0,0,0,3,2,4,4,0,4,3,0,0,4,4
392,0,5,2,5,5,0,3,0,0,4,0,0,5,0,0,3,5,5,0,0,0,0,3,0,4,0,4,0,0,2,0,4,2,5,0,0,1,0,1,0,0,5,4,0,0,5,5,0,5,0,0,0,5,5,0,2,0,4,0,3,5,0,5,5,0,5,1,0,3,3,3,4,3,4,4,4,0,0,5,5,0,0,1,4,2,0,4,5,0,3,3,0,3,5,5
393,5,3,0,5,4,0,0,0,1,0,0,0,2,0,4,0,4,5,0,0,0,0,0,0,5,5,0,0,1,5,0,5,3,0,0,0,5,5,0,0,1,0,0,0,4,4,0,3,3,0,0,2,5,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,3,3,4,4,1,5,0,5,3,3,4,5,4,3,3,0,3,2,3,5
394,0,3,4,5,4,1,3,3,0,0,5,5,0,4,3,0,0,0,0,3,0,5,0,3,5,4,4,5,0,0,4,3,0,3,1,4,0,4,4,4,3,5,3,5,4,0,0,5,0,2,0,3,1,0,0,0,5,0,5,0,1,5,5,3,3,0,3,4,3,4,1,5,0,4,0,4,5,2,0,0,4,5,5,0,4,3,5,3,4,4,3,5,5,0,0
395,0,0,0,4,5,1,5,5,0,0,0,4,1,0,3,5,5,4,0,5,0,3,0,4,3,0,5,0,0,0,5,4,0,0,4,0,3,1,0,3,0,3,5,0,5,4,4,4,5,0,0,4,4,5,5,4,2,4,4,0,4,0,0,3,5,5,3,2,0,5,4,0,5,0,0,0,0,0,5,0,2,4,4,4,4,4,0,0,2,5,2,0,0,4,1
396,0,4,0,5,0,4,5,0,0,0,5,0,4,0,0,0,3,0,0,4,2,0,4,1,1,5,3,0,3,4,3,0,4,4,0,4,0,4,0,3,0,4,2,0,2,5,0,3,4,4,2,0,0,4,0,3,0,0,5,5,0,0,4,0,0,3,0,0,5,2,3,5,3,0,0,0,2,5,3,4,0,0,4,3,0,4,0,3,0,4,0,5,4,5,3
397,0,0,5,4,2,0,0,0,0,4,0,4,0,0,0,5,0,1,0,5,5,0,4,5,1,4,0,0,5,5,5,5,0,4,0,0,5,0,3,0,0,4,5,0,5,4,5,5,5,0,0,5,0,4,5,4,2,5,5,0,0,0,1,0,0,1,2,5,1,0,5,5,1,0,5,2,0,5,0,5,3,2,4,5,5,0,0,4,0,0,0,3,3,4,0
398,0,3,0,5,0,0,0,5,0,0,0,5,3,0,0,0,0,4,4,0,4,5,3,5,4,0,5,4,1,4,4,0,1,4,0,5,5,5,5,2,0,4,3,0,5,4,5,1,4,3,0,5,4,4,0,0,0,5,5,2,0,0,4,4,0,0,4,2,0,0,5,0,0,0,0,4,0,5,0,5,4,0,0,3,0,4,2,0,1,0,1,0,0,0,0
399,4,0,4,4,0,0,5,0,0,0,0,5,4,4,0,3,5,4,0,3,5,0,1,0,4,1,0,3,0,4,5,4,5,0,4,1,0,0,4,4,0,5,2,3,0,0,2,5,0,3,5,1,3,4,5,5,0,4,3,0,0,0,5,0,0,0,4,0,5,2,0,5,4,4,5,1,5,0,5,5,0,4,2,1,0,5,5,3,5,0,0,0,4,1,0
400,0,0,5,4,3,3,5,0,0,5,5,5,3,0,0,4,3,0,5,0,3,2,3,0,3,5,0,4,4,4,0,0,0,0,5,4,3,5,5,4,0,0,0,5,4,0,0,0,2,0,5,0,0,4,4,3,0,1,3,0,3,5,5,0,0,2,2,0,5,4,0,5,4,5,0,4,4,0,4,0,0,4,0,4,0,3,4,0,5,4,2,2,0,0,4
401,2,4,4,0,0,4,0,5,0,3,4,0,0,4,5,4,2,5,0,4,0,4,4,0,1,5,3,0,5,3,2,5,5,4,3,1,0,5,5,0,0,4,4,4,4,3,5,5,0,0,1,3,4,5,4,5,5,0,2,0,0,0,0,0,0,4,0,4,4,5,5,4,5,5,0,4,4,0,5,0,1,5,5,0,3,4,4,3,2,3,0,3,0,4,0
402,0,5,0,0,0,0,1,3,4,4,4,0,5,0,0,0,5,3,5,0,0,5,5,5,0,1,5,0,5,3,4,0,5,5,4,4,2,0,5,4,0,2,5,0,2,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,1,0,4,0,5,0,4,0,0,0,5,5,0,4,0,4,4,0,0,0,5,5,2,0,5,3,5,0,0,2,4,0,2,5,0
403,0,5,3,5,5,3,0,0,5,5,0,4,3,3,5,5,3,4,4,4,3,0,0,4,0,2,0,0,0,0,4,1,5,4,0,0,0,0,5,1,0,5,0,1,0,0,0,0,5,0,5,4,3,5,0,5,3,5,2,5,1,0,0,5,4,5,2,0,0,0,5,1,4,5,3,0,4,0,4,4,5,4,5,3,0,0,0,0,1,5,5,0,4,1,4
404,5,0,3,0,5,4,4,4,2,3,0,0,0,5,5,0,1,4,4,3,0,1,5,3,0,0,4,2,0,5,0,4,2,3,0,5,3,4,5,4,5,1,5,5,0,4,0,3,0,0,5,4,2,0,4,0,2,3,0,0,0,0,0,3,2,0,0,5,5,5,0,3,5,5,5,0,2,5,1,1,0,5,4,0,4,3,0,4,4,0,0,0,3,4,5
405,4,0,2,0,4,4,3,3,5,0,3,0,4,0,0,2,3,5,3,0,3,1,4,4,0,0,0,4,0,0,1,0,0,5,4,5,3,0,1,0,0,4,1,0,3,5,1,0,5,0,5,0,4,2,0,0,4,1,1,5,0,5,0,1,0,5,0,0,4,0,0,0,2,5,0,5,5,5,4,0,4,0,2,4,0,0,5,0,5,5,0,0,3,4,4
406,0,5,3,3,0,4,0,3,4,1,0,5,5,0,0,0,0,4,5,0,0,3,5,5,5,0,5,2,3,0,5,0,0,5,5,5,0,0,5,0,3,0,0,0,0,0,1,1,0,0,5,3,0,5,1,0,0,4,0,4,0,3,4,0,5,0,4,4,4,3,0,4,4,3,0,4,5,0,0,3,0,5,5,4,1,0,1,0,4,0,1,0,4,4,0
407,4,3,4,4,3,2,4,4,4,5,5,4,4,0,0,5,0,0,4,5,4,2,0,1,0,0,0,4,5,5,0,3,2,3,3,0,0,0,0,4,5,0,1,5,4,4,4,2,4,5,0,0,4,2,4,0,4,5,1,5,0,0,1,0,1,0,5,0,0,4,5,1,5,1,0,3,4,5,0,5,0,4,4,0,4,0,0,1,3,0,0,3,4,5,0
408,5,0,0,2,0,5,5,0,4,0,5,3,3,5,4,5,3,4,3,5,0,0,0,0,0,4,5,4,4,5,4,5,5,0,4,0,0,4,5,0,1,5,4,0,4,0,5,0,4,2,0,3,4,0,0,0,0,0,3,0,4,0,0,0,0,4,0,5,4,0,3,4,2,3,2,0,5,5,4,5,0,5,0,1,1,0,5,4,0,4,2,3,3,1,0
409,3,0,4,3,1,4,0,0,4,0,0,5,1,1,4,0,0,4,5,5,5,0,1,0,0,5,2,5,5,0,0,0,2,4,4,4,4,0,0,1,3,0,0,1,5,3,4,0,0,0,5,4,0,0,4,0,3,3,0,0,3,5,3,0,3,0,5,3,0,0,2,5,0,4,0,0,1,0,3,3,5,0,4,3,5,0,0,1,0,0,0,0,0,3,3
410,5,0,3,5,3,0,0,0,5,4,4,3,3,4,5,5,2,4,0,1,5,0,5,4,5,0,0,4,4,5,4,0,5,5,5,0,1,5,2,0,3,5,4,0,0,2,5,5,0,3,3,4,0,5,0,4,1,4,0,0,0,5,0,2,4,1,5,3,4,0,2,4,5,3,0,3,5,2,1,5,5,2,4,0,4,0,4,5,5,2,3,5,5,0,5
411,4,3,5,0,0,4,4,5,5,0,5,0,5,0,0,0,2,4,4,5,3,4,5,3,5,5,0,2,0,3,0,0,4,5,5,1,4,5,3,0,0,0,5,3,4,0,0,2,0,0,3,4,3,0,1,1,0,0,4,0,3,0,0,4,0,5,5,5,0,0,4,5,4,4,2,0,4,0,5,0,3,5,0,0,1,5,0,0,4,5,0,4,5,0,0
412,2,0,5,3,4,0,4,0,5,1,0,0,0,3,0,3,4,4,4,0,0,0,5,1,0,5,1,0,0,0,5,4,0,2,4,3,5,5,0,0,3,4,4,0,1,5,4,0,0,5,0,4,0,3,5,5,0,0,4,0,0,4,2,2,4,0,4,0,1,0,0,0,3,0,0,5,4,5,0,5,5,0,4,3,0,3,4,2,5,4,1,3,0,3,0
413,0,0,5,4,0,0,0,2,4,5,4,5,0,0,5,0,4,4,4,5,0,5,4,1,0,0,4,5,3,5,5,4,0,5,4,4,5,2,5,4,4,0,1,0,0,5,4,0,4,3,4,0,0,3,5,5,0,0,5,5,5,0,0,0,2,1,0,5,5,0,5,0,0,1,0,1,0,2,5,4,4,4,5,4,5,5,5,5,0,0,1,0,0,5,5
414,4,5,3,3,2,0,0,5,0,5,4,4,0,2,2,0,0,0,2,0,0,2,5,0,0,4,5,0,3,0,5,3,1,1,5,0,4,4,4,0,0,0,5,5,4,4,0,3,3,5,5,5,0,0,0,3,5,5,4,4,0,4,0,4,0,1,0,0,4,5,2,0,5,5,3,4,5,0,5,0,0,4,3,5,3,3,0,0,4,5,5,0,4,4,4
415,0,4,0,4,0,0,0,4,5,0,4,2,5,3,4,0,0,4,0,5,4,0,0,5,0,4,0,0,2,5,0,0,2,1,0,1,0,0,1,0,0,0,0,0,5,0,0,4,2,0,1,0,0,4,0,0,5,5,0,5,0,0,3,5,0,4,0,2,2,4,0,3,5,0,3,4,0,0,4,5,0,0,4,4,0,0,0,3,0,0,3,3,2,4,0
416,0,5,4,4,4,0,4,3,4,5,5,0,0,0,0,5,4,5,0,0,0,4,2,3,2,4,3,0,5,3,4,3,0,4,5,0,5,5,4,0,0,1,4,4,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,4,5,0,0,0,0,4,2,0,1,0,4,4,3,0,5,0,0,4,4,0,2,5,1,0,4,5,0,0,3,4,5,5,0,5,4
417,0,4,4,0,5,3,3,5,1,0,0,4,2,3,0,5,1,4,0,0,0,4,0,0,0,3,5,0,2,4,0,0,5,5,1,0,2,5,5,4,0,3,0,3,5,0,5,5,4,2,3,3,4,0,0,0,0,0,5,5,0,5,4,5,0,0,4,4,4,4,0,0,5,4,3,4,4,4,0,5,4,3,5,5,5,0,0,0,3,2,4,0,0,0,0
418,0,4,0,4,3,0,4,0,5,5,0,0,3,5,0,0,0,0,3,0,2,4,0,0,5,5,0,0,0,0,5,3,0,0,0,5,3,0,3,4,5,0,1,0,5,0,0,5,5,0,0,5,0,0,4,3,4,3,0,5,4,0,0,5,4,3,0,0,3,5,5,5,4,0,2,0,0,0,4,5,3,5,1,3,4,0,0,4,0,0,5,0,4,5,1
419,0,2,4,1,4,0,0,0,0,0,0,0,3,4,0,0,0,3,5,3,1,0,4,0,5,0,5,5,5,2,4,3,0,4,4,5,5,0,5,4,4,3,2,5,4,0,5,0,0,2,5,0,0,5,0,0,0,3,3,2,0,0,0,3,2,0,5,0,5,3,5,0,1,3,5,4,0,3,0,5,1,3,1,4,5,0,5,3,5,4,0,0,4,3,5
420,4,4,5,0,4,1,4,1,0,0,0,3,4,4,3,0,5,4,3,0,3,5,4,5,2,5,5,5,5,0,5,4,0,0,0,5,0,5,0,5,3,4,3,0,4,0,4,5,4,0,0,5,0,0,5,0,0,0,3,0,0,4,0,1,1,4,3,0,3,4,0,5,5,0,4,5,0,0,0,3,0,0,4,5,3,2,0,2,0,4,0,5,3,5,4
421,5,3,2,5,0,0,1,0,0,1,2,4,4,0,5,4,5,5,0,4,2,0,0,0,0,3,5,4,3,0,0,5,3,0,3,3,0,0,2,0,0,4,0,4,2,0,3,5,0,2,4,4,4,0,5,0,5,0,0,2,5,3,4,4,0,5,4,0,0,0,4,5,0,5,5,5,2,4,4,0,5,5,3,0,0,0,4,5,0,2,0,0,0,4,4
422,0,5,4,1,0,5,0,5,0,3,4,0,5,1,4,1,0,4,0,3,0,5,1,0,0,4,0,4,4,0,3,0,4,0,0,0,3,3,5,0,0,0,4,0,4,1,4,0,5,3,2,4,3,1,0,0,0,0,4,0,0,2,0,3,4,5,0,1,0,4,0,5,0,0,0,3,5,0,0,0,5,3,3,3,4,2,2,3,4,0,0,4,0,0,0
423,5,0,0,0,1,3,3,0,2,0,0,5,5,1,4,0,0,0,5,3,4,0,4,1,1,5,5,4,5,5,0,0,1,4,0,3,0,1,0,0,0,4,4,0,3,4,0,2,4,4,3,3,3,3,0,0,4,5,0,0,0,0,0,1,5,0,0,5,0,0,3,0,5,3,0,4,3,0,3,0,4,0,5,5,0,4,0,4,0,4,2,0,3,0,3
424,0,0,0,0,0,0,0,4,0,5,5,0,0,0,5,5,5,0,5,5,0,4,0,0,2,3,0,4,0,0,0,4,2,5,4,2,5,4,5,1,5,4,2,5,5,4,0,0,0,0,5,5,4,0,0,1,3,0,0,0,5,0,4,0,3,0,4,3,5,0,0,1,3,0,0,4,5,3,4,0,1,0,4,0,5,4,4,0,1,0,4,5,0,1,0
425,2,3,0,5,0,4,0,0,0,0,5,1,5,3,0,4,3,0,2,0,5,0,5,4,1,0,5,4,0,4,0,1,5,0,5,0,2,2,0,5,0,3,2,0,5,5,0,0,4,5,4,4,4,4,4,4,3,0,0,1,0,0,0,0,5,0,5,0,0,5,4,0,0,4,0,4,0,4,2,2,4,0,4,2,3,0,3,0,4,5,3,4,5,3,0
